reviewerID,asin,overall,unixReviewTime
2249,3250,1,899856000
2028,74,1,908150400
2940,106,1,913939200
2940,1868,1,913939200
381,53,1,914198400
1576,807,1,919382400
1576,2157,1,919382400
438,2476,1,943315200
372,299,1,943920000
372,902,1,943920000
2054,830,1,944956800
1066,687,1,946339200
372,1108,1,946598400
372,58,1,946684800
372,2627,1,946684800
2054,93,1,947376000
450,42,1,947721600
372,3024,1,948153600
431,794,1,948844800
3243,770,1,949017600
3243,4073,1,949017600
2054,1530,1,949190400
2054,2751,1,949276800
2745,4115,1,949536000
3243,3712,1,950313600
2359,3541,1,951091200
1066,3683,1,951177600
1735,204,1,951523200
1050,1227,1,951868800
3243,3632,1,952041600
1599,3785,1,952300800
1735,3707,1,952300800
372,3693,1,952560000
2249,4117,1,952646400
1735,770,1,953251200
1735,1238,1,953251200
1735,980,1,953510400
1735,68,1,953683200
1735,247,1,953683200
1735,151,1,954028800
1735,632,1,954201600
1735,1103,1,954201600
1735,1860,1,954201600
1735,4037,1,954201600
1735,229,1,954374400
1735,639,1,954633600
1735,1620,1,954633600
1735,4040,1,954633600
1735,150,1,954720000
1735,360,1,954720000
1735,612,1,954720000
1735,3341,1,954720000
1735,3567,1,954720000
1735,3653,1,954720000
1735,4054,1,954720000
1735,3566,1,954892800
1735,4120,1,954892800
1735,183,1,954979200
1735,1108,1,955065600
2330,183,1,955238400
2330,2766,1,955238400
2330,3627,1,955238400
2330,3753,1,955238400
2330,4134,1,955238400
2333,4263,1,955238400
1735,1627,1,956102400
2005,1821,1,956102400
1735,102,1,956188800
1735,357,1,956188800
3243,3611,1,956620800
1735,51,1,956880000
1735,975,1,957139200
1735,361,1,957225600
305,2432,1,957398400
2330,4293,1,957398400
1735,1019,1,957484800
2330,280,1,957484800
2330,509,1,957484800
2330,781,1,957484800
2330,3747,1,957484800
2330,4132,1,957484800
1735,3673,1,957830400
1066,931,1,958867200
1735,192,1,958867200
1735,502,1,958867200
1735,3767,1,958867200
449,959,1,958953600
449,2336,1,958953600
1735,4140,1,959040000
150,276,1,959126400
150,1117,1,959126400
1735,663,1,959126400
150,23,1,959299200
150,3024,1,959299200
1735,1931,1,959644800
150,3735,1,959904000
150,4119,1,959904000
150,4132,1,959904000
305,3647,1,959990400
449,849,1,960163200
449,4071,1,960163200
1735,3769,1,960595200
1735,3749,1,960768000
1735,4073,1,960768000
150,169,1,960854400
1735,3730,1,960940800
1735,175,1,961027200
1735,3397,1,961113600
1735,1003,1,961718400
1735,1656,1,962064000
1735,1523,1,962150400
1735,673,1,962841600
1735,3066,1,962841600
150,2852,1,962928000
1735,538,1,962928000
1735,385,1,963187200
1735,409,1,963187200
150,4316,1,963273600
1735,142,1,963360000
1735,1444,1,963360000
1576,3322,1,963705600
150,16,1,963792000
150,3749,1,963792000
1735,611,1,963792000
1735,1026,1,963792000
150,4130,1,963878400
1735,974,1,963878400
1735,1871,1,963878400
150,4108,1,964224000
1735,1084,1,964396800
150,1821,1,964483200
150,4092,1,964483200
150,1012,1,964569600
1983,503,1,964828800
150,289,1,964915200
150,3796,1,964915200
1279,192,1,965347200
1066,298,1,965520000
150,4135,1,965779200
150,859,1,965952000
1735,793,1,965952000
150,3810,1,966211200
1394,196,1,966297600
1394,859,1,966297600
1394,3202,1,966297600
1394,3749,1,966384000
1394,3753,1,966384000
1735,52,1,966384000
1735,4326,1,966384000
2869,3782,1,966384000
2359,1707,1,966643200
1394,50,1,966816000
2005,1736,1,966902400
1394,4128,1,966988800
1066,2400,1,967075200
150,3769,1,967161600
2005,3824,1,967593600
1735,832,1,968025600
449,263,1,968198400
1735,283,1,968371200
2062,469,1,968889600
2062,3184,1,968889600
150,497,1,968976000
150,790,1,969235200
1066,4133,1,969408000
150,1097,1,969753600
1735,807,1,970012800
2249,3803,1,970012800
1279,790,1,970099200
1735,656,1,970099200
1066,1683,1,970272000
150,514,1,970358400
150,4349,1,970358400
1066,1498,1,970444800
1066,2697,1,970444800
1735,346,1,970444800
1735,1491,1,970444800
917,338,1,970531200
917,2427,1,970531200
917,3732,1,970531200
1066,1069,1,970531200
1735,1615,1,970617600
150,494,1,970704000
1735,56,1,971136000
1735,521,1,971136000
1066,488,1,971222400
150,206,1,971395200
150,3814,1,971481600
1034,4020,1,971481600
1066,3732,1,971568000
1735,1222,1,971913600
1980,2325,1,972000000
1066,355,1,972172800
1735,4345,1,972259200
1735,2485,1,972432000
150,3732,1,972518400
3243,4142,1,972518400
1735,4348,1,972777600
1980,2954,1,972864000
150,3728,1,972950400
1735,3490,1,972950400
1980,4023,1,972950400
1735,3405,1,973036800
917,4348,1,973123200
1735,3202,1,973123200
150,3681,1,973296000
150,3833,1,973296000
150,4358,1,973296000
150,658,1,973382400
917,10,1,973641600
917,4346,1,973900800
1066,3127,1,973987200
150,3809,1,974160000
150,3832,1,974160000
150,4156,1,974160000
150,1323,1,974246400
150,3830,1,974246400
1735,4157,1,974246400
2986,4110,1,974246400
150,3721,1,974419200
150,4035,1,974592000
2986,4126,1,974592000
917,1263,1,974678400
1066,429,1,974851200
1279,2885,1,974851200
1583,354,1,974851200
1583,555,1,974851200
1583,1705,1,974937600
1583,2433,1,974937600
150,4149,1,975024000
1583,4132,1,975283200
685,12,1,975542400
150,37,1,975628800
150,506,1,975628800
150,729,1,975628800
150,4447,1,975628800
150,921,1,975801600
1735,3182,1,975801600
150,578,1,975888000
1066,3679,1,975974400
1735,4128,1,975974400
150,68,1,976406400
1735,1094,1,976406400
150,3739,1,976579200
917,4190,1,976579200
150,855,1,976665600
1735,3630,1,976665600
150,3870,1,976752000
150,918,1,976838400
1735,4309,1,977097600
1957,3797,1,977270400
1775,4168,1,977443200
1775,742,1,977788800
305,2375,1,977875200
2054,3852,1,977961600
150,166,1,978048000
150,4153,1,978048000
1279,1619,1,978048000
150,4183,1,978134400
2054,4142,1,978134400
3243,3781,1,978220800
150,4143,1,978307200
917,1101,1,978393600
150,4155,1,978566400
150,4512,1,978652800
1775,1385,1,978652800
150,219,1,978912000
150,170,1,978998400
150,851,1,979084800
150,3798,1,979084800
917,3725,1,979171200
1735,1358,1,979689600
917,905,1,979776000
917,3468,1,979776000
150,3147,1,979948800
150,4433,1,979948800
150,3815,1,980035200
150,4427,1,980035200
150,4455,1,980035200
150,966,1,980121600
150,1041,1,980121600
150,4520,1,980121600
150,4525,1,980121600
1735,4281,1,980294400
1279,1581,1,981072000
1665,4513,1,981158400
1066,99,1,981417600
150,1893,1,981676800
150,4142,1,981676800
150,4457,1,981676800
150,4513,1,981676800
150,4524,1,981763200
593,3601,1,981763200
150,1103,1,981849600
150,1689,1,981849600
150,1997,1,981849600
150,2953,1,981849600
150,3777,1,981849600
150,3988,1,981849600
150,4540,1,981849600
150,4569,1,981849600
2005,685,1,982022400
