206	462	1
206	80	1
206	1186	1
206	545	1
449	2793	1
449	2870	1
449	266	1
449	3669	1
449	3101	1
449	1580	1
449	427	1
449	4521	1
449	1663	1
449	5101	1
449	3626	1
449	5256	1
449	429	1
929	434	1
929	381	1
929	339	1
929	7555	1
929	431	1
929	8439	1
929	574	1
929	8129	1
929	126	1
1637	539	1
1637	1653	1
1637	4554	1
1637	438	1
1637	5987	1
1637	461	1
1637	6465	1
485	437	1
485	1025	1
485	59	1
485	135	1
28	1684	1
28	55	1
28	1138	1
28	469	1
28	5	1
186	3985	1
186	472	1
186	155	1
186	16	1
379	42	1
379	155	1
379	382	1
379	296	1
379	1199	1
691	4329	1
691	209	1
691	3396	1
691	5812	1
691	5023	1
691	4189	1
691	1935	1
691	5811	1
691	4623	1
691	236	1
691	764	1
691	5546	1
691	5407	1
691	3014	1
691	3157	1
691	2849	1
691	86	1
691	5996	1
691	4892	1
691	5041	1
691	859	1
691	3310	1
691	298	1
691	4293	1
691	2899	1
691	5783	1
691	5827	1
691	892	1
691	311	1
691	4726	1
691	2385	1
691	4478	1
691	726	1
902	465	1
902	438	1
902	106	1
902	291	1
902	466	1
902	1379	1
902	346	1
1036	393	1
1036	186	1
1036	1161	1
1036	882	1
1036	248	1
1036	1263	1
1036	360	1
1036	983	1
1036	423	1
1036	144	1
1036	170	1
1036	7566	1
1036	530	1
1036	577	1
1036	883	1
1036	438	1
1036	140	1
1036	1128	1
1036	1816	1
1036	354	1
87	1750	1
87	3272	1
87	2994	1
87	1399	1
87	258	1
87	4092	1
87	835	1
87	462	1
87	59	1
87	2722	1
87	2686	1
87	359	1
87	478	1
87	770	1
87	771	1
87	420	1
87	1825	1
87	3497	1
87	15	1
87	70	1
656	1065	1
656	453	1
656	358	1
656	165	1
656	7201	1
656	176	1
656	1702	1
656	80	1
22	411	1
22	422	1
22	2212	1
22	6179	1
22	2307	1
22	2734	1
22	443	1
22	1081	1
22	4616	1
22	9	1
22	469	1
22	291	1
22	182	1
22	820	1
22	702	1
22	482	1
22	923	1
22	905	1
22	169	1
22	465	1
22	421	1
22	2264	1
22	1071	1
22	410	1
22	387	1
22	932	1
22	3199	1
22	4269	1
22	4101	1
22	1630	1
22	1136	1
22	1627	1
22	4706	1
22	4589	1
22	1840	1
22	886	1
22	224	1
22	821	1
22	1135	1
22	186	1
22	32	1
22	573	1
22	1254	1
22	16	1
22	4515	1
22	2456	1
22	3561	1
22	4995	1
22	5349	1
22	4502	1
22	4338	1
22	264	1
22	1762	1
22	1404	1
22	3126	1
22	5192	1
22	368	1
22	423	1
22	382	1
22	1597	1
22	971	1
22	14	1
22	440	1
22	86	1
22	181	1
22	4937	1
22	2855	1
22	178	1
22	1490	1
22	3	1
22	296	1
22	4611	1
22	1922	1
22	447	1
22	2936	1
22	760	1
22	4826	1
22	1971	1
22	3488	1
22	2910	1
22	455	1
22	983	1
22	2957	1
22	2592	1
22	292	1
22	2167	1
22	515	1
22	889	1
22	4878	1
22	4809	1
22	2925	1
22	311	1
22	354	1
22	929	1
22	7839	1
22	2609	1
22	1689	1
22	1031	1
22	1307	1
22	940	1
22	844	1
22	1733	1
22	304	1
22	1149	1
22	122	1
22	4588	1
22	2899	1
22	6964	1
22	3487	1
22	4189	1
22	518	1
22	727	1
22	386	1
22	800	1
22	811	1
22	328	1
22	274	1
22	127	1
22	330	1
22	2232	1
22	333	1
22	1924	1
22	72	1
22	859	1
22	804	1
22	1114	1
22	1651	1
22	2615	1
22	942	1
