reviewerID,asin,overall,unixReviewTime
25,16,1,1038182400
29,21,1,1060128000
53,86,1,1093219200
53,30,1,1093737600
444,349,1,1102291200
284,520,1,1115856000
321,206,1,1128729600
663,1947,1,1130025600
472,366,1,1136505600
45,1413,1,1136851200
467,2385,1,1141430400
22,14,1,1141948800
472,731,1,1145232000
569,490,1,1153267200
569,1455,1,1153699200
853,2340,1,1154563200
39,27,1,1160352000
642,1870,1,1161907200
606,1646,1,1162857600
48,460,1,1163030400
360,2593,1,1165536000
360,1760,1,1166054400
894,1145,1,1166313600
254,537,1,1168300800
45,29,1,1168473600
171,1572,1,1168473600
467,360,1,1168905600
96,73,1,1169769600
254,1464,1,1170115200
287,181,1,1170288000
360,253,1,1171065600
161,1568,1,1172534400
43,28,1,1173571200
360,876,1,1174780800
894,1146,1,1175040000
894,1487,1,1175040000
360,1510,1,1175212800
428,335,1,1175731200
204,827,1,1176163200
360,1348,1,1177977600
662,621,1,1178150400
397,479,1,1178928000
582,571,1,1179100800
503,913,1,1179705600
530,442,1,1180051200
446,349,1,1180742400
446,364,1,1180742400
446,372,1,1180742400
446,460,1,1180742400
242,1338,1,1180828800
446,749,1,1180915200
179,101,1,1181347200
23,73,1,1181779200
306,1274,1,1181779200
23,14,1,1181865600
23,571,1,1181865600
139,1760,1,1181952000
39,1895,1,1182470400
481,571,1,1182643200
50,29,1,1184025600
323,446,1,1184025600
1075,2195,1,1184371200
530,1080,1,1184457600
89,1734,1,1185062400
173,1700,1,1185235200
550,470,1,1185494400
394,302,1,1185667200
634,1800,1,1186272000
212,128,1,1187049600
512,1540,1,1187740800
47,1685,1,1188691200
47,1813,1,1188691200
835,2089,1,1189555200
179,360,1,1189987200
254,152,1,1190073600
730,721,1,1190505600
921,1251,1,1191888000
921,1644,1,1191888000
107,809,1,1192665600
254,802,1,1194825600
254,953,1,1194912000
730,775,1,1195344000
51,29,1,1196380800
25,3727,1,1197590400
183,108,1,1198108800
183,607,1,1198108800
183,106,1,1198368000
183,107,1,1198368000
183,983,1,1198368000
183,104,1,1198454400
190,862,1,1198540800
163,403,1,1199145600
163,404,1,1199145600
163,413,1,1199145600
503,1836,1,1199145600
46,29,1,1199232000
38,27,1,1199404800
1032,2144,1,1199664000
746,761,1,1199750400
473,1005,1,1200182400
804,885,1,1200268800
127,63,1,1200528000
473,366,1,1200700800
127,881,1,1200960000
467,678,1,1201046400
678,714,1,1201305600
47,97,1,1201392000
756,775,1,1201392000
473,372,1,1201910400
473,583,1,1202083200
242,775,1,1202342400
106,1464,1,1203292800
117,169,1,1203292800
495,2008,1,1203897600
981,1539,1,1204243200
213,128,1,1204329600
513,1796,1,1204761600
178,957,1,1204934400
738,2246,1,1204934400
446,1990,1,1205107200
473,926,1,1205539200
20,12,1,1205712000
259,335,1,1206144000
415,720,1,1207180800
415,2428,1,1207180800
961,2372,1,1207267200
167,1850,1,1207353600
493,1451,1,1207526400
117,2042,1,1207699200
606,522,1,1207872000
117,1669,1,1208736000
166,95,1,1208908800
817,2201,1,1209600000
817,909,1,1209772800
1036,1823,1,1209772800
165,2201,1,1209859200
486,1486,1,1210032000
117,2116,1,1210118400
117,1251,1,1210204800
46,2171,1,1210291200
128,64,1,1210464000
677,753,1,1211846400
835,964,1,1212710400
677,1034,1,1213142400
847,2237,1,1213142400
495,692,1,1213920000
323,2447,1,1214006400
533,445,1,1214265600
290,1681,1,1214611200
381,972,1,1214611200
48,29,1,1214784000
322,843,1,1214784000
551,471,1,1214870400
49,29,1,1214956800
49,1881,1,1214956800
143,2223,1,1215043200
284,3719,1,1215043200
615,986,1,1215043200
101,360,1,1215388800
101,467,1,1215388800
613,2246,1,1215388800
50,1617,1,1216166400
143,78,1,1216166400
972,1501,1,1216598400
397,2197,1,1216771200
47,29,1,1217116800
47,73,1,1217116800
290,182,1,1217116800
979,2195,1,1217116800
55,584,1,1217203200
969,1838,1,1217289600
290,2616,1,1217462400
180,1598,1,1217548800
717,1359,1,1217980800
863,2634,1,1218067200
863,2635,1,1218067200
863,2637,1,1218067200
915,2644,1,1218499200
368,2099,1,1218931200
863,1034,1,1219104000
290,2205,1,1219708800
342,234,1,1219795200
