8	936	1
8	632	1
8	225	1
8	878	1
8	1803	1
8	1270	1
8	2	1
8	103	1
8	665	1
8	518	1
8	744	1
8	488	1
8	3659	1
8	235	1
8	832	1
8	3466	1
8	1225	1
8	951	1
8	2859	1
8	148	1
8	794	1
8	165	1
8	3197	1
8	2333	1
8	1051	1
8	180	1
8	167	1
8	1073	1
8	885	1
8	382	1
8	654	1
8	853	1
442	794	1
442	368	1
442	275	1
442	354	1
442	287	1
442	488	1
444	354	1
444	2238	1
444	277	1
444	573	1
444	368	1
444	708	1
444	3172	1
444	1774	1
244	276	1
244	351	1
244	68	1
244	435	1
244	1255	1
244	541	1
2	1009	1
2	2574	1
2	329	1
2	1336	1
2	466	1
2	305	1
2	120	1
2	104	1
2	86	1
2	1	1
2	360	1
2	268	1
2	1491	1
2	412	1
2	354	1
2	645	1
2	835	1
492	1552	1
492	1323	1
492	3018	1
492	2195	1
492	354	1
492	3370	1
492	3783	1
12	84	1
12	156	1
12	361	1
12	1410	1
12	441	1
12	3	1
12	11	1
12	557	1
12	185	1
12	349	1
12	1891	1
12	2445	1
12	257	1
12	599	1
12	900	1
12	631	1
12	558	1
12	75	1
12	21	1
12	795	1
12	657	1
12	496	1
12	696	1
12	2076	1
12	1426	1
12	621	1
12	259	1
12	1017	1
12	542	1
12	193	1
12	705	1
12	562	1
12	686	1
12	396	1
12	597	1
12	424	1
12	324	1
12	802	1
12	702	1
12	1018	1
12	594	1
12	272	1
12	2077	1
12	556	1
12	1680	1
12	263	1
12	2864	1
12	387	1
12	892	1
12	651	1
12	1111	1
12	2133	1
12	291	1
12	1834	1
12	1843	1
12	2303	1
12	394	1
12	986	1
12	270	1
12	853	1
12	878	1
12	1285	1
12	567	1
12	1431	1
12	65	1
12	333	1
12	858	1
12	649	1
12	97	1
12	451	1
12	811	1
12	209	1
12	391	1
12	704	1
12	750	1
12	1259	1
12	513	1
12	131	1
12	2227	1
12	123	1
12	529	1
12	116	1
12	516	1
12	1541	1
12	269	1
12	316	1
12	625	1
12	277	1
12	499	1
12	2617	1
12	308	1
12	901	1
12	1665	1
12	1059	1
12	309	1
12	463	1
12	653	1
12	973	1
12	2330	1
12	628	1
12	2099	1
12	296	1
12	111	1
12	827	1
12	32	1
12	2082	1
12	504	1
12	576	1
12	227	1
12	518	1
12	1467	1
12	2764	1
12	397	1
12	862	1
12	663	1
12	951	1
12	154	1
12	345	1
12	30	1
12	6	1
12	860	1
12	472	1
12	767	1
12	252	1
12	1150	1
12	985	1
12	87	1
12	747	1
12	2371	1
12	160	1
12	984	1
12	675	1
12	186	1
12	28	1
12	945	1
12	680	1
12	527	1
12	508	1
12	120	1
12	3357	1
12	2398	1
12	1312	1
12	375	1
12	264	1
12	165	1
12	300	1
12	551	1
12	751	1
12	236	1
12	1205	1
12	3496	1
12	383	1
12	1366	1
12	1340	1
12	470	1
12	619	1
12	634	1
12	537	1
12	584	1
12	744	1
12	449	1
12	522	1
12	359	1
12	2803	1
12	1576	1
12	635	1
12	129	1
12	729	1
12	365	1
12	960	1
12	2970	1
12	727	1
12	936	1
12	415	1
12	315	1
12	322	1
12	638	1
12	524	1
12	883	1
12	142	1
12	174	1
12	831	1
12	289	1
12	582	1
12	1336	1
12	1149	1
12	376	1
12	378	1
12	695	1
12	674	1
12	539	1
12	2196	1
12	844	1
12	189	1
12	1133	1
12	2982	1
12	1198	1
12	36	1
12	416	1
12	822	1
12	47	1
12	1620	1
12	587	1
12	147	1
12	777	1
12	340	1
12	536	1
12	624	1
12	799	1
12	250	1
12	56	1
12	828	1
12	35	1
12	398	1
12	126	1
12	2084	1
112	375	1
112	21	1
112	143	1
112	794	1
112	80	1
112	304	1
437	463	1
437	536	1
437	338	1
437	354	1
437	2772	1
437	379	1
437	1549	1
437	922	1
437	594	1
437	356	1
31	1314	1
31	2018	1
31	336	1
31	1042	1
31	1269	1
31	58	1
31	613	1
31	375	1
31	2160	1
31	612	1
31	1259	1
31	12	1
31	390	1
31	2278	1
31	286	1
31	206	1
31	1868	1
31	661	1
31	2605	1
31	49	1
6	1452	1
6	11	1
6	353	1
6	694	1
6	2870	1
6	1101	1
6	536	1
6	2092	1
6	1836	1
6	3608	1
6	2343	1
6	166	1
6	423	1
6	238	1
6	3111	1
6	356	1
6	3016	1
6	1751	1
6	1164	1
6	1507	1
6	1017	1
6	1658	1
6	469	1
6	261	1
6	323	1
6	3648	1
6	4166	1
6	2379	1
6	2859	1
6	102	1
6	678	1
6	624	1
6	1006	1
6	207	1
6	1832	1
6	2741	1
6	495	1
6	50	1
6	245	1
6	768	1
6	1172	1
6	1181	1
6	329	1
6	2236	1
6	704	1
6	673	1
6	864	1
6	243	1
6	347	1
6	800	1
6	1947	1
6	2085	1
6	2717	1
6	405	1
6	671	1
6	1990	1
6	2809	1
6	232	1
6	1368	1
6	548	1
6	1378	1
6	817	1
6	859	1
6	1821	1
6	1965	1
6	835	1
6	638	1
6	3063	1
6	865	1
6	3682	1
6	1774	1
6	695	1
6	330	1
6	1796	1
6	635	1
6	824	1
6	1973	1
6	2494	1
6	1153	1
6	730	1
6	251	1
6	4184	1
6	887	1
6	546	1
6	1278	1
6	161	1
6	3205	1
6	2097	1
6	2131	1
6	2118	1
6	2874	1
6	1260	1
6	117	1
6	553	1
6	488	1
6	4312	1
6	337	1
6	1225	1
6	1258	1
6	3610	1
6	466	1
6	911	1
6	1293	1
6	1265	1
6	28	1
6	278	1
6	2380	1
6	2532	1
6	767	1
6	898	1
6	3135	1
6	359	1
6	165	1
6	1805	1
6	668	1
6	2649	1
6	332	1
6	541	1
6	1313	1
6	379	1
6	277	1
6	992	1
6	1127	1
6	1671	1
6	249	1
6	310	1
6	2825	1
6	1134	1
6	100	1
6	2890	1
6	711	1
6	369	1
6	1407	1
6	1048	1
6	951	1
6	619	1
6	584	1
6	240	1
6	1861	1
6	1257	1
6	275	1
6	2769	1
6	2228	1
6	3527	1
6	1011	1
6	297	1
6	1304	1
6	2968	1
6	871	1
6	644	1
6	215	1
6	799	1
6	147	1
6	1133	1
6	1713	1
6	744	1
6	3849	1
6	35	1
6	262	1
6	631	1
6	304	1
6	1018	1
6	578	1
6	2239	1
6	422	1
6	1944	1
6	214	1
6	2797	1
6	1755	1
6	419	1
6	696	1
6	685	1
6	494	1
6	1082	1
6	294	1
6	72	1
6	954	1
6	1381	1
6	877	1
6	511	1
6	394	1
6	775	1
6	709	1
6	605	1
6	581	1
6	611	1
6	610	1
6	1375	1
6	3459	1
6	1369	1
6	3497	1
6	2262	1
6	287	1
6	729	1
6	2413	1
6	825	1
6	124	1
6	448	1
6	2366	1
6	153	1
6	106	1
6	2974	1
6	181	1
6	1118	1
6	2070	1
6	872	1
6	885	1
6	513	1
6	348	1
6	316	1
6	1844	1
6	364	1
6	350	1
6	49	1
6	2	1
6	1982	1
6	3945	1
6	1102	1
6	16	1
6	185	1
6	3848	1
6	3671	1
6	194	1
6	1595	1
6	178	1
6	360	1
6	2934	1
6	202	1
6	1146	1
6	468	1
6	925	1
6	2871	1
6	1656	1
6	3013	1
6	2268	1
6	1032	1
6	1491	1
6	766	1
6	961	1
6	676	1
6	1986	1
6	907	1
6	2699	1
6	1443	1
6	854	1
6	1660	1
6	1144	1
6	12	1
6	260	1
6	13	1
6	632	1
6	2611	1
6	463	1
6	832	1
6	529	1
6	1060	1
